case_id,Assessor_SR_Case,Assessor_SR,Assessor_SR_date,Int_name,Int_classification,Int_activities,specified_forest_resources,Access,Withdrawal,Management,Exclusion,Alienation,TenureGradient,Name.of.intended.beneficiary,Intended_beneficiary,OutcomeDirection_income,OutcomeDirection_assets,Int_type.tenure,Int_type.participation,Int_Participation.Notes,Study_type.qualitative,Statisitical.method.Notes,method,quality_method,How.was.the.sample.chosen.,Int_start_yr,Int_end_yr,Yr_outcome_Measured,aid,stated_mech,Author,Year,Title,Study_Country,International funded (0/1),Domestic funded (0/1),Mix funded (0/1),Funding,Impl-Fund_Notes
48,KN,KN,43482,CF,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Land,1,1,1,1,0,Access+Withdrawal+Management+Exclusion,Lomi_/Dja area,Community,Positive,Neutral,1,0,N/A,1,not stated,2,Not stated,purposively to sample different bio-geographical areas. Not stated how the sample was chosen.,end of 1990‰s,not stated,2007-2008,135,0,"Oyono P, Biyong M, Samba S",2012,Beyond the Decade of Policy and Community Euphoria: The State of Livelihoods Under New Local Rights to Forest in Rural Cameroon,Cameroon,0,1,0,Domestic,Does not say
49,KN,KN,43482,CF,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Land,1,1,1,1,0,Access+Withdrawal+Management+Exclusion,Ocean area,Community,Positive,Neutral,1,0,N/A,1,not stated,2,Not stated,purposively to sample different bio-geographical areas. Not stated how the sample was chosen.,end of 1990‰s,not stated,2007-2008,135,0,"Oyono P, Biyong M, Samba S",2012,Beyond the Decade of Policy and Community Euphoria: The State of Livelihoods Under New Local Rights to Forest in Rural Cameroon,Cameroon,0,1,0,Domestic,Does not say
50,KN,KN,43482,CF,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Land,1,1,1,1,0,Access+Withdrawal+Management+Exclusion,Mount Cameroon area,Community,Positive,Neutral,1,0,N/A,1,not stated,2,Not stated,purposively to sample different bio-geographical areas. Not stated how the sample was chosen.,end of 1990‰s,not stated,2007-2008,135,0,"Oyono P, Biyong M, Samba S",2012,Beyond the Decade of Policy and Community Euphoria: The State of Livelihoods Under New Local Rights to Forest in Rural Cameroon,Cameroon,0,1,0,Domestic,Does not say
51,KN,KN,43482,CF,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Land,1,1,1,1,0,Access+Withdrawal+Management+Exclusion,Mount Oku area,Community,Positive,Neutral,1,0,N/A,1,not stated,2,Not stated,purposively to sample different bio-geographical areas. Not stated how the sample was chosen.,end of 1990‰s,not stated,2007-2008,135,0,"Oyono P, Biyong M, Samba S",2012,Beyond the Decade of Policy and Community Euphoria: The State of Livelihoods Under New Local Rights to Forest in Rural Cameroon,Cameroon,0,1,0,Domestic,Does not say
56,KN,KN,43481,CF,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Land,1,1,1,0,0,Access+Withdrawal+Management,Ban Sang village,Community,Positive,Positive,1,0,N/A,1,Descriptive statistics,0,Qualitative,Purposive sampling as poor communities with unallocated land,2007,not stated,2012,137,0,"Pinyopusarerk K, Tran TTH, Tran VD",2014,Making community forest management work in northern Vietnam by pioneering participatory action,Viet Nam,0,1,0,Domestic,Does not say
8,KN,Samanatha Forrest and Katia Nakamura,43451,CF as CBC,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Land,1,1,1,0,0,Access+Withdrawal+Management,Community Forest User Committees near the Lamachaur and Dhikurpokhari Range Posts of the Kaski District Office,Community,NA,Positive,1,0,N/A,1,"independent sample t-tests, chi-squared test used for quantitative, qualitative data usded to compare quantitative results",0,Qualitative,"purposive and simple random sampling used, 7 members of each executive committee in region chosen",1993 - 1997,Not Stated,2007-2008,27,Community participation will lead to better environmental and management effectiveness outcomes,"Baral, N.; Stern, M. J.",2011,A comparative study of two community-based conservation models in Nepal,Nepal,0,1,0,Domestic,Does not say. Administered by government agencies
61,KN,KN,43480,Community-based co-management,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Land,1,1,1,0,0,Access+Withdrawal+Management,Yangashan Village,Community,Mixed,Mixed,1,0,N/A,1,"Descriptive statistics, difference bwtn 2006 and 2010 measures for participants, and differences btwn participants and non-participants",0,Qualitative,stratified random sampling,2006,not stated,2010,152,0,"Ting Z, Shivakoti GP, Haiyun C, Maddox D",2012,A survey-based evaluation of community-based co-management of forest resources: a case study of Baishuijiang National Natural Reserve in China,China,1,0,0,International,"The Yanggashan CBCM Committee was created in March 2006 with the implementation of the CBCM project ‘‘Protection of Giant Panda Habitat,’’ supported by Foundation of Oxfam Hong Kong. "
62,KN,KN,43480,Community-based co-management,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Land,1,1,1,0,0,Access+Withdrawal+Management,Diebuzhai Village,Community,Mixed,Mixed,1,0,N/A,1,"Descriptive statistics, difference bwtn 2006 and 2010 measures for participants, and differences btwn participants and non-participants",0,Qualitative,stratified random sampling,2004,not stated,2010,152,0,"Ting Z, Shivakoti GP, Haiyun C, Maddox D",2012,A survey-based evaluation of community-based co-management of forest resources: a case study of Baishuijiang National Natural Reserve in China,China,1,0,0,International,"In 2005, the BNNR Management Bureau implemented through the Global Environment Facility (GEF) the ‘‘Sustainable Forestry Development Project in China’’ in Diebuzhai Community. "
63,KN,KN,43480,Community-based co-management,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Land,1,1,1,0,0,Access+Withdrawal+Management,Caoheba Village,Community,Mixed,Mixed,1,0,N/A,1,"Descriptive statistics, difference bwtn 2006 and 2010 measures for participants, and differences btwn participants and non-participants",0,Qualitative,stratified random sampling,2003,not stated,2010,152,0,"Ting Z, Shivakoti GP, Haiyun C, Maddox D",2012,A survey-based evaluation of community-based co-management of forest resources: a case study of Baishuijiang National Natural Reserve in China,China,1,0,0,International,The Caoheba CBCM Committee was set up in 2003 as an accompa- niment to a livestock breeding project supported by World Wildlife Fund (WWF). 
64,KN,KN,43480,Community-based co-management,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Land,1,1,1,0,0,Access+Withdrawal+Management,Liziba Village,Community,Mixed,Mixed,1,0,N/A,1,"Descriptive statistics, difference bwtn 2006 and 2010 measures for participants, and differences btwn participants and non-participants",0,Qualitative,stratified random sampling,2003,not stated,2010,152,0,"Ting Z, Shivakoti GP, Haiyun C, Maddox D",2012,A survey-based evaluation of community-based co-management of forest resources: a case study of Baishuijiang National Natural Reserve in China,China,1,0,0,International,"This project was implemented in 2006 and is supported by the Critical Ecosystem Protection Fund (CEPF).  In 2007, the patrol team was awarded the ‘‘Ford Foundation Conservation and Environmental Award.’’"
7,KN,Samanatha Forrest and Katia Nakamura,43451,Conservation Area as CBC,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Land,1,1,1,0,0,Access+Withdrawal+Management,Southern sector of Annapurna Conservation Area´s Conservation Area Management Commitee,Community,NA,Positive,1,0,N/A,1,"independent sample t-tests, chi-squared test used for quantitative, qualitative data usded to compare quantitative results",0,Qualitative,"purposive and simple random sampling used, 7 members of each executive committee in region chosen",1989 - 1995,Not Stated,2007-2008,27,Community participation will lead to better environmental and management effectiveness outcomes,"Baral, N.; Stern, M. J.",2011,A comparative study of two community-based conservation models in Nepal,Nepal,0,1,0,Domestic,Does not say. Administered by NGO
87,KN,KN,43464,Decentralization,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Land,1,1,1,0,0,Access+Withdrawal+Management,"56 sites from India, Kenya, Nepal, Uganda",Community,NA,Negative,1,1,Participation in decision-making increases in forest user groups with decentralization and longer time being decentralized,0,Two-level random effects logistic regression,0,Qualitative,"IFRI sites in countries that underwent forest sector decentralization within the past 2 decades, which had at least two time periods of data collection, at least one of which ocurred after decentralization reform, and countries which had at least five of such sites.","1999, 2005, 1995, 2003",not stated,not stated,207,0,"Persha L, Andersson K",2014,Elite capture risk and mitigation in decentralized forest governance regimes,"India, Kenya, Nepal, Uganda",0,1,0,Domestic,Does not say
44,KN,KN,43511,Delegation,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Land,1,1,0,0,0,Access+Withdrawal,Tutu Association,Community,Neutral,Neutral,1,0,N/A,0,"Descriptive statistcs, ANOVA",0,Qualitative,"purposive selection of community, stratified random sampling of memebers to interview, plus key members",2007,not stated,2011-2012,124,0,"Mohammed AJ, Inoue M",2013,"Forest-dependent communitiesê livelihood in decentralized forest governance policy epoch: case study from West Shoa zone, Ethiopia",Ethiopia,0,1,0,Domestic,Does not say
34,KN,Samantha Forrest,43502,Devolution,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,None specified,1,1,1,1,1,Full Bundle,Ghana,Community,Neutral,NA,1,1,National Forest Plantation Development Programme (NFPDP) launched in 2001 set out to enhance the loss of forest resources. The program engaged the private sector by allocating land for forest plantations.,0,"before and after comparison, descriptive statistics",0,Qualitative,stratified random sampling,1993,Not Stated,"1993, 1998, and 2006",104,0,"Lambini CK, Nguyen TT",2014,A comparative analysis of the effects of institutional property rights on forest livelihoods and forest conditions: Evidence from Ghana and Vietnam,Ghana,0,1,0,Domestic,Does not say
35,KN,Samantha Forrest,43502,Devolution,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,None specified,1,1,1,1,1,Full Bundle,Vietnam,Community,Positive,NA,1,1,National Forest Plantation Development Programme (NFPDP) launched in 2001 set out to enhance the loss of forest resources. The program engaged the private sector by allocating land for forest plantations.,0,"before and after comparison, descriptive statistics",0,Qualitative,stratified random sampling,1993,Not Stated,"1993, 1998, and 2006",104,0,"Lambini CK, Nguyen TT",2014,A comparative analysis of the effects of institutional property rights on forest livelihoods and forest conditions: Evidence from Ghana and Vietnam,Viet Nam,0,1,0,Domestic,Does not say
39,KN,Samantha Forrest,43503,DFM,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,None specified,1,1,1,0,0,Access+Withdrawal+Management,Households in Mfyome village and Matembo sub-village,Community,Mixed,Mixed,1,0,N/A,1,"triangulation techniques used to validate information gathered, averages calculated",0,Qualitative,random sampling,1990's,not stated,2003-2007,112,0,"Lund JF, Treue T",2008,Are We Getting There? Evidence of Decentralized Forest Management from the Tanzanian Miombo Woodlands,Tanzania,1,0,0,International,Decentralized forest management was intro- duced through the Danida-funded MEMA Projects 4 over the period 1998–2003. 
58,KN,KN,43481,Forest compensation scheme,"Administration of tenure through recordkeeping, taxation, spatial planning and other means",Other,Land,1,1,1,1,0,Access+Withdrawal+Management+Exclusion,Daxi Villagers,Community,Mixed,NA,1,0,N/A,1,"Descriptive statistics, parametric and non-parametric tests, regression models",0,Qualitative,stratified random sampling,1992,not stated,not stated,141,0,"Rodriguez LG, Perez MR, Yang X, Geriletu, Belcher B, Zhou B, Li Z",2013,"Maintaining the contract responsibility system of forest land distribution in China: Evidence from a novel financial compensation scheme in Daxi Village of Anji County, Zhejiang",China,0,1,0,Domestic,Does not say
59,KN,KN,43481,Forest devolution,"Devolution of forest/ property rights from government to community, private and other actors",Land titles given,Land,1,1,1,1,1,Full Bundle,Cham B and Diet villages,Community,Mixed,NA,1,0,N/A,1,"correlations, multivariate Heckman two-stage regression",0,Qualitative,Purposive sampling,2000,not stated,2002,144,0,"Sikor T, Nguyen TQ",2007,Why May Forest Devolution Not Benefit the Rural Poor Forest Entitlements in Vietnamês Central Highlands,Viet Nam,0,1,0,Domestic,Does not say
36,KN,KN,43514,ICDP,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Land,1,1,1,0,0,Access+Withdrawal+Management,"Nosifeno, Ankazovalo, and Befotaka Communes",Community,NA,Positive,1,0,N/A,1,Descriptive statistics,0,Qualitative,Random,2005,2009,2007,106,0,"Leclercq, B.",2010,Links Between Conservation/Development Projects and International Conventions and Programs : The Southeastern Rainforest of Madagascar,Madagascar,1,0,0,International,USAID Sustainable approach for viable environmental management
16,KN,Samantha Forrest,43489,JFM,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Minor forest produce,1,1,0,0,0,Access+Withdrawal,Households within the Joint Forest Management Programme in the Bankura district of West Bengal,Community,Mixed,NA,1,0,N/A,0,Reflexive comparison method with a before and after comparator,0,Qualitative,random sampling,Not Stated,Not Stated,2005-2006,50,0,"Das N, Sarker D",2009,Impact of a moral hazard problem in the Joint Forest Management Programme: A study from forest-dependent households in West Bengal,India,0,1,0,Domestic,Does not say
18,KN,Samantha Forrest,43514,JFM,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Minor forest produce,1,1,0,0,0,Access+Withdrawal,Villages in the Gimbo District,Community,Mixed,NA,1,1,Improved marketing of NTFP used to encourage participation in JFM,0,"mean differences found using logit models, inverse probability weighting",0,Qualitative,Not Stated,Not Stated,Not Stated,2009,70,0,"Gelo D, Koch SF",2014,The Impact of Common Property Right Forestry: Evidence from Ethiopian Villages,Ethiopia,1,0,0,International,"bilateral donors, such as GTZ and JICA, as well as NGOs, including Farm Africa/SOS-Sahel FARM-Africa, implemented Joint Forest Management (JFM) programs in different parts of the country. In Bonga, which is the site of this analysis, Farm Africa/SOS-Sahel implemented more than six JFM programs, "
84,KN,KN,43464,JFM,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Land,1,1,0,0,0,Access+Withdrawal,Communities in Tanzania sampled,Community,NA,Mixed,1,0,N/A,0,Difference-indifferences,1,Quasi-experimental,"20 clusters within each region of Tanzania, and 18 households are surveyed within each cluster","1991 in practice, but 1998 and 2002 through forest policy and forest act",not stated,"2010 for children, 2011-12 adults",206,0,"Pailler S, Naidoo R, Burgess ND, Freeman OE, Fisher B",2015,"Impacts of Community-Based Natural Resource Management on Wealth, Food Security and Child Health in Tanzania",Tanzania,0,1,0,Domestic,Does not say
89,KN,KN,43456,JFM,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Land,1,1,1,1,0,Access+Withdrawal+Management+Exclusion,"Households from Lulanzi, Mikwinini, Changa, Kilama",Community,Mixed,Mixed,1,0,N/A,1,Participatory rural appraisal tools validated by community members,0,Qualitative,"Three regions were purposively selected when PFM had been practiced, with random selection of communities engaged in CBRM or JFM (one of each, when possible), and stratified random sampling of households using four well-being categories",1996,not stated,2006-2007,216,0,"Vyamana, VG",2009,"Participatory forest management in the Eastern Arc
Mountains of Tanzania: who bene ts?",Tanzania,0,1,0,Domestic,Does not say
13,Kn,Samantha Forrest,43482,JFM,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,None specified,1,1,1,1,0,Access+Withdrawal+Management+Exclusion,Forest user groups of Rema-Kalenga Wildlife Sanctuary,Community,Mixed,Mixed,1,1,participation was incentivized through training from Forest Department on alternative income generating activities,1,"frequencies, averages, and standard deviations were calculated",0,Qualitative,"mutli-stage, partly randomly selected",2004,not stated,2009,45,0,"Chowdury MSH, Kolke M, Rana P, Muhammed N",2013,Community development through collaborative management of protected areas: Evidence from Bangladesh with a case of Rema-Kalenga Wildlife Sanctuary,Bangladesh,1,0,0,International,with assistance from the Nishorgo Support Project (NSP) and USAID 
14,KN,Samantha Forrest,43482,JFM,"Devolution of forest/ property rights from government to community, private and other actors",Land titles given,Land,1,1,1,0,0,Access+Withdrawal+Management,Joint Forest Management Villages including female forest protection committess in Bankura district,Community,Mixed,Mixed,1,0,N/A,1,"reflexive comparison method which compares simple aggregates and averages from before and after an intervention, as well as between study sites with and without the intervention",0,Qualitative,stratified random sampling technique used to decide communities sampled and all households within the communities were surveyed,Not Stated,Not Stated,1993-1994 and 2005-2006,48,0,Das N,2012,Impact of participatory forestry program on sustainable rural livelihoods: Lessons from an Indian province,India,0,1,0,Domestic,Does not say
15,KN,Samantha Forrest,43483,JFM,"Devolution of forest/ property rights from government to community, private and other actors",Land titles given,None specified,1,1,1,0,0,Access+Withdrawal+Management,Villages/ forest user groups in the Bankura district,Community,Mixed,Mixed,1,1,"encouraged participation in joint farest management, especially womens participation by creating a forest protection committee specifically for women",0,"simple aggregation and arithemetic mean are found and compared in a reflexive comparison method comparing joint forest management to a before case and non joint forest management area,",0,Qualitative,random sampling technique,"Depends on specific site, one JFM was started in 1993",Not Stated,2005-2006,49,0,Das N,2010,Incidence of forest income on reduction of inequality: Evidence from forest dependent households in milieu of joint forest management.,India,0,1,0,Domestic,Does not say
52,KN,KN,43514,JFM,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Land,1,1,1,0,0,Access+Withdrawal+Management,"Seven regions of Tanzania (Kilimanjaro, Tanga, Pwani, Lindi, Morogoro, Iringa, Mbeya)",Community,Mixed,NA,1,1,"There is higher participation of hosueholds in management activities (forest monitoring, creating forest rules, resolving forest disputes) in JFM areas than in non-JFM areas, as well as higher levels of harvesting forest products (benefits).",1,matching,1,Quasi-experimental,JFMs active for at least 5 years. Startified random sampling households per village,1998,not stated,2012-2014,136,0,"Persha L, Meshack C",2016,"A triple win? The impact of Tanzaniaês Joint Forest Management programme on livelihoods, governance and forests",Tanzania,1,0,0,International,"In Tanzania, forest agency staff decide where to implement JFM in roughly a two-stage process that is also influenced by the priorities of the different donor agencies that funded the process in different parts of the country. "
19,KN,Samantha Forrest,43490,JFM,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Minor forest produce,1,1,1,0,0,Access+Withdrawal+Management,FUGs/ FUCs in the Gimbo district,Community,Mixed,NA,1,0,N/A,0,"OLS, propensity score matching (psm), instrumental variable methods",1,Quasi-experimental,randomly selected,2004,Not Stated,2009,71,0,"Gelo D, Muchapondwa E, Koch SF",2016,"Decentralization, market integration and efficiency-equity trade-offs: Evidence from Joint Forest Management in Ethiopian villages",Ethiopia,1,0,0,International,"From that policy, a number of JFM programs have been implemented across the country by various bilateral donors, such as GTZ and JICA, as well as NGOs, including FARM Africa and SOS-Sahel "
33,KN,Samantha Forrest,43501,JFM,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Minor forest produce,1,1,1,0,0,Access+Withdrawal+Management,Villages in the Ranchi District of Jarkhand,Community,Mixed,NA,1,0,N/A,0,none stated,2,Not stated,random sampling,1988,Not Stated,1996,103,0,Kumar S,2002,"Does ´´Participationêê in Common Pool Resource Management Help the Poor? A Social Cost_Benefit Analysis of Joint Forest Management in Jharkhand, India",India,0,1,0,Domestic,Does not say
83,KN,KN,43464,JFM,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Land,1,1,1,1,0,Access+Withdrawal+Management+Exclusion,Communities in Himachal Pradesh,Community,NA,Mixed,1,0,N/A,0,Fractional logit model,0,Qualitative,"Random sample of 56 communities. Within 1000-2200m above mean sea level, communities not engaged in commercual extraction of forest resources, communities not engaged in explicit conflict with outside agents, communities situated within 2 km of a forest.",1993,not stated,2004,204,0,Naidu SC,2011,Access to benefits from forest commons in the Western Himalayas,India,0,0,1,Mixed,"Himachal Pradesh first initiated forest co-management in a limited area under a JFM scheme9 in 1993 with funding from Department for In- ternational Development, a UK-based development agency. Thereafter, additional state-funded community forestry schemes were announced extending the scope of co-management to a wider area within Himachal Pradesh "
17,KN,Samantha Forrest,43489,JFM,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Minor forest produce,1,1,1,0,0,Access+Withdrawal+Management,Forest dwellers in Madhya Pradesh,Community,Positive,Mixed,1,1,Joint Forest Management and the MP Foresty Project encouraged participation in management by giving forest dwellers a stake in the state of the forest.,0,Not Stated,2,Not stated,Not Stated,1995,1999,Not Stated,52,0,"Debnath D, Dasgupta S",2006,Livelihoods Generation and Poverty Reduction Attempts in Joint Forest Management Activities in Madhya Pradesh,India,1,0,0,International,"The Phase-I of the MPFP is a US$ 58 million, World Bank aided project with International Development Agency (IDA) credit for 35 years maturity, aimed at helping the Government of Madhya Pradesh (GOMP) in developing the forestry sector in accordance with the National Forest Policy, 1988. "
60,KN,KN,43514,JFM,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Land,1,1,1,0,0,Access+Withdrawal+Management,Tamil Nadu,Community,Positive,NA,1,0,#N/A,1,"Descriptie statistics, difference before and after",0,Qualitative,random,1997,not stated,2007,148,"...forests act as poor peopleês means to meet contingencies and reduce their vulnerability to risks...An estimated 41% of Indiaês forest cover has been degraded to some degree in the past and average forest productivity is about one-third of the potential. Rapid deterioration of forests thus deeply undermines the poor peopleês daily struggle to maintain living standards. The adverse effects of natural resources degradation reflect in reduced productivity, which ends up in enhanced poverty and misery.","Sreedharan C.K., Matta J",2010,"Poverty alleviation as a pathway to sustainable forest
management",India,1,0,0,International,Tamil Nadu Afforestation Project (TAP) was initiated in the State in 1997 with financial assistance from Japanese Bank for International Cooperation (JBIC) 
70,KN,KN,43514,JFM,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Land,1,1,1,0,0,Access+Withdrawal+Management,Forest user groups from Kalenga Wildlife Sanctuary,Community,Positive,NA,1,0,N/A,1,Descriptive statistics,0,Qualitative,multi-stage random sampling,2004,not stated,2009,166,0,"Chowdhury M, Gudmundsson C, Izumiyama S, Koike M, Nazia N, Rana MD, Mukul S, Muhammed N, Redowan M",2014,"Community attitudes toward forest conservation
programs through collaborative protected area
management in Bangladesh",Bangladesh,1,0,0,International,"Co-management approach, with a view to achieving better conservation outcomes along with sustainable community development, was initi- ated in 2004 in five protected areas under the name ‘‘Nishorgo Support Project (NSP)’’ by the government with the assistance from USAID (Chowdhury and Koike 2010a). Rema- Kalenga Wildlife Sanctuary (RKWS) is one of these five pilot sites. "
4,KN,KN,43514,Non-PFM,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Land,-1,-1,0,0,0,Access and withdrawal restriced,"Chilimo Forest, Dendi district, Oromia Region",Community,Mixed,Positive,1,0,N/A,0,Propensity score matching,1,Quasi-experimental,Random sample from villages with FUGs established before 2006,2000,not stated,2009,18,"The commercialisation of timber seems to be a viable pathway for sustainable forest management, provided sufficient resources are made available to a limited number of local forest users.",Ameha A ; Nielsen O J; Larsen H O;,2014,Impacts of access and benefit sharing on livelihoods and forest: Case of participatory forest management in Ethiopia,Ethiopia,1,0,0,International,"Initiated by Farm Africa/SOS, an international British NGO"
2,KN,KN,43514,Non-PFM,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Land,-1,-1,0,0,0,Access and withdrawal restriced,"Dodola districts, Oromia Region",Community,Negative,Negative,1,0,N/A,0,Propensity score matching,1,Quasi-experimental,Random sample from villages with FUGs established before 2006,2000,not stated,2009,18,"The commercialisation of timber seems to be a viable pathway for sustainable forest management, provided sufficient resources are made available to a limited number of local forest users.",Ameha A ; Nielsen O J; Larsen H O;,2014,Impacts of access and benefit sharing on livelihoods and forest: Case of participatory forest management in Ethiopia,Ethiopia,1,0,0,International,with assistance from the German Technical Cooperation (GTZ) 
31,KN,Samantha Forrest,43498,PFM,Legal recognition of forest rights,One or several of bundle of rights devolved to households and communities,None specified,1,1,0,0,0,Access+Withdrawal,Households in Cox's Bazar,Community,Mixed,Mixed,1,0,N/A,0,"One-way ANOVA, before after comparison",0,Qualitative,randomly selected,2005-2006,Not Stated,Not stated,100,0,"Kibria ASMG, Jashimuddin M, Makoto I",2014,"Effects of participatory forest management on livelihood capitals of the community in Cox's Bazar, Bangladesh",Bangladesh,0,1,0,Domestic,Does not say
26,KN,Samantha Forrest,43503,PFM,"Devolution of forest/ property rights from government to community, private and other actors",Hectares distributed,Land,1,1,0,0,0,Access+Withdrawal,Households around the Sal forest,Community,NA,Mixed,1,0,N/A,1,means calculated,0,Qualitative,randomly sampled,1989,Not Stated,2010,91,0,"Islam KK, Sato N",2012,Participatory forestry in Bangladesh: has it helped to increase the livelihoods of Sal forests-dependent people?,Bangladesh,0,1,0,Domestic,Does not say
25,KN,Samantha Forrest,43491,PFM,"Devolution of forest/ property rights from government to community, private and other actors",Other,Land,1,1,1,1,1,Full Bundle,Farmers in the Poyang Lake Basin,Community,Mixed,NA,1,1,"Training worshops held to increase farmer participation in problem analysis, project planning, decision making, implementating, monitoring, evaluating, and management of ecosystems (including forests)",1,averages found using excel,0,Qualitative,randomly identified,1983 (for the entire program) 1997 (for particpation intervention) 2006 (for the portion affecting tenure),Not Stated,Not Stated,89,0,"Huang L, Shao Q, Liu J",2012,"Forest restoration to achieve both ecological and economic progress, Poyang Lake basin, China",China,1,0,0,International,"It has established cooperative and exchange relationships with more than 20 international orga- nizations including the UNDP, FAO, the World Bank, the EU and countries such as Australia, Canada, Germany, the United Kingdom and the United States. "
82,KN,KN,43464,PFM,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Land,1,1,1,1,0,Access+Withdrawal+Management+Exclusion,Chilimo and Mesalemiya Forest Cooperatives,Community,Mixed,NA,1,0,N/A,1,"ANOVA, Bonferroni-Scheffe-Sidak test",0,Qualitative,The two Forest Cooperatives were purposively selected to represent local populations residing inside and at the periphery of the forest. Six elderly individuals were purposively selected for open-ended interviews. 28 individuals were purposively selected. The remaining 80 individuals were selected using stratified random sampling after hosuehold wealth categorization.,2004,not stated,2011-2012,194,0,"Mohammed AJ, Inoue M",2014,"Linking outputs and outcomes from devolved forest governance using a Modified Actor-Power-Accountability Framework (MAPAF): Case study from Chilimo forest, Ethiopia",Ethiopia,1,0,0,International,"The implementation of this devolved forest governance has been un- dertaken by non-State actors, i.e., NGOs and donor agencies notably by FARM Africa, SOS Sahel, GTZ and JICA (Gobeze et al., 2009). "
20,KN,KN,43514,PFM,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Land,1,1,1,0,0,Access+Withdrawal+Management,Bonga FUG,Community,Mixed,NA,1,0,N/A,1,Descriptive statistics,0,Qualitative,two-stage random sampling,1995,2007,not Stated,73,0,"GOBEZE T, BEKELE M, LEMENIH M, and KASSA H",2009,"Participatory forest management and its impacts on
livelihoods and forest status: the case of Bonga forest in
Ethiopia",Ethiopia,1,0,0,International,"Bonga PFM is initiated and ran by FARM Africa.  PFM was introduced to Ethiopia by some NGOs and donor agencies, notably FARM Africa, SOS Sahel, GTZ and JICA."
41,KN,Samantha Forrest,43503,PFM,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,None specified,1,1,1,0,0,Access+Withdrawal+Management,Households near the Arabuko-Sokoke forest,Community,Mixed,NA,1,0,N/A,0,Chi-square analysis,0,Qualitative,"distance sampling, and random sampling",2005,Not Stated,2009,119,0,"Matiku P, Caleb M, Callistus O",2013,"The Impact of Participatory Forest Management on Local Community Livelihoods in the Arabuko_Sokoke Forest, Kenya",Kenya,1,0,0,International,"USAID, EU, GEF, KfW"
42,KN,KN,43511,PFM,"Devolution of forest/ property rights from government to community, private and other actors",One or several of bundle of rights devolved to households and communities,Land,1,1,1,1,0,Access+Withdrawal+Management+Exclusion,"Mesalemiya cooperative (Gare Arera Association), outside forest",Community,Mixed,Positive,1,0,N/A,0,"Descriptive statistcs, ANOVA",0,Qualitative,"purposive selection of community, stratified random sampling of memebers to interview, plus key members",2004,not stated,2011-2012,124,0,"Mohammed AJ, Inoue M",2013,"Forest-dependent communitiesê livelihood in decentralized forest governance policy epoch: case study from West Shoa zone, Ethiopia",Ethiopia,0,1,0,Domestic,Does not say
